service_id,date,exception_type
000014,20220106,1
000014,20220110,1
000014,20220111,1
000014,20220112,1
000014,20220113,1
000014,20220117,1
000014,20220118,1
000014,20220119,1
000014,20220120,1
000015,20211025,1
000015,20211026,1
000015,20211027,1
000015,20211028,1
000015,20211029,1
000015,20211030,1
000015,20211031,1
000015,20211101,1
000015,20211102,1
000015,20211103,1
000015,20211104,1
000015,20211105,1
000015,20211106,1
000015,20211107,1
000015,20211108,1
000015,20211109,1
000015,20211110,1
000015,20211111,1
000015,20211112,1
000015,20211113,1
000015,20211114,1
000015,20211115,1
000015,20211116,1
000015,20211117,1
000015,20211118,1
000015,20211119,1
000015,20211120,1
000015,20211121,1
000015,20211122,1
000015,20211123,1
000015,20211124,1
000015,20211125,1
000015,20211126,1
000015,20211127,1
000015,20211128,1
000015,20211129,1
000015,20211130,1
000015,20211201,1
000015,20211202,1
000015,20211203,1
000015,20211204,1
000015,20211205,1
000015,20211206,1
000015,20211207,1
000015,20211208,1
000015,20211209,1
000015,20211210,1
000015,20211211,1
000016,20211217,1
000016,20211224,1
000016,20211231,1
000016,20220107,1
000016,20220114,1
000016,20220121,1
000017,20211023,1
000017,20211030,1
000017,20211106,1
000017,20211111,1
000017,20211112,1
000017,20211113,1
000017,20211120,1
000017,20211127,1
000017,20211204,1
000017,20211211,1
000018,20211023,1
000018,20211024,1
000018,20211030,1
000018,20211031,1
000018,20211101,1
000018,20211106,1
000018,20211107,1
000018,20211113,1
000018,20211114,1
000018,20211120,1
000018,20211121,1
000018,20211127,1
000018,20211128,1
000018,20211204,1
000018,20211205,1
000018,20211211,1
000018,20211212,1
000018,20211219,1
000018,20211226,1
000018,20220102,1
000018,20220109,1
000018,20220116,1
000019,20211025,1
000019,20211026,1
000019,20211027,1
000019,20211028,1
000019,20211029,1
000019,20211102,1
000019,20211103,1
000019,20211104,1
000019,20211105,1
000019,20211108,1
000019,20211109,1
000019,20211110,1
000019,20211112,1
000019,20211115,1
000019,20211116,1
000019,20211117,1
000019,20211118,1
000019,20211119,1
000019,20211122,1
000019,20211123,1
000019,20211124,1
000019,20211125,1
000019,20211126,1
000019,20211129,1
000019,20211130,1
000019,20211201,1
000019,20211202,1
000019,20211203,1
000019,20211206,1
000019,20211207,1
000019,20211208,1
000019,20211209,1
000019,20211210,1
000020,20211111,1
000021,20211023,1
000021,20211024,1
000021,20211030,1
000021,20211031,1
000021,20211101,1
000021,20211106,1
000021,20211107,1
000021,20211111,1
000021,20211113,1
000021,20211114,1
000021,20211120,1
000021,20211121,1
000021,20211127,1
000021,20211128,1
000021,20211204,1
000021,20211205,1
000021,20211211,1
000022,20211212,1
000022,20211219,1
000022,20211226,1
000022,20220102,1
000022,20220109,1
000023,20220116,1
000024,20211212,1
000024,20211219,1
000024,20211226,1
000024,20220102,1
000024,20220109,1
000024,20220116,1
000025,20211213,1
000025,20211214,1
000025,20211215,1
000025,20211216,1
000025,20211217,1
000025,20211218,1
000025,20211220,1
000025,20211221,1
000025,20211222,1
000025,20211223,1
000025,20211224,1
000025,20211225,1
000025,20211227,1
000025,20211228,1
000025,20211229,1
000025,20211230,1
000025,20211231,1
000025,20220101,1
000025,20220103,1
000025,20220104,1
000025,20220105,1
000025,20220106,1
000025,20220107,1
000025,20220108,1
000025,20220110,1
000025,20220111,1
000025,20220112,1
000025,20220113,1
000025,20220114,1
000025,20220115,1
000025,20220117,1
000025,20220118,1
000025,20220119,1
000025,20220120,1
000025,20220121,1
000025,20220122,1
000026,20211025,1
000026,20211026,1
000026,20211027,1
000026,20211028,1
000026,20211102,1
000026,20211103,1
000026,20211104,1
000026,20211108,1
000026,20211109,1
000026,20211115,1
000026,20211116,1
000026,20211117,1
000026,20211118,1
000026,20211122,1
000026,20211123,1
000026,20211124,1
000026,20211125,1
000026,20211129,1
000026,20211130,1
000026,20211201,1
000026,20211202,1
000026,20211206,1
000026,20211207,1
000026,20211208,1
000026,20211209,1
000027,20211024,1
000027,20211029,1
000027,20211031,1
000027,20211101,1
000027,20211105,1
000027,20211107,1
000027,20211110,1
000027,20211114,1
000027,20211119,1
000027,20211121,1
000027,20211126,1
000027,20211128,1
000027,20211203,1
000027,20211205,1
000027,20211210,1
000028,20211023,1
000028,20211024,1
000028,20211030,1
000028,20211031,1
000028,20211101,1
000028,20211106,1
000028,20211107,1
000028,20211111,1
000028,20211112,1
000028,20211113,1
000028,20211114,1
000028,20211120,1
000028,20211121,1
000028,20211127,1
000028,20211128,1
000028,20211204,1
000028,20211205,1
000028,20211211,1
000029,20211212,1
000029,20211217,1
000029,20211219,1
000029,20211224,1
000029,20211226,1
000029,20211231,1
000029,20220102,1
000029,20220107,1
000029,20220109,1
000029,20220114,1
000029,20220116,1
000029,20220121,1
000030,20211023,1
000030,20211024,1
000030,20211030,1
000030,20211031,1
000030,20211101,1
000030,20211106,1
000030,20211107,1
000030,20211111,1
000030,20211113,1
000030,20211114,1
000030,20211120,1
000030,20211121,1
000030,20211127,1
000030,20211128,1
000030,20211204,1
000030,20211205,1
000030,20211211,1
000030,20211212,1
000030,20211218,1
000030,20211219,1
000030,20211225,1
000030,20211226,1
000030,20220101,1
000030,20220102,1
000030,20220108,1
000030,20220109,1
000030,20220115,1
000030,20220116,1
000030,20220122,1
000031,20211023,1
000031,20211025,1
000031,20211026,1
000031,20211027,1
000031,20211028,1
000031,20211029,1
000031,20211030,1
000031,20211102,1
000031,20211103,1
000031,20211104,1
000031,20211105,1
000031,20211106,1
000031,20211108,1
000031,20211109,1
000031,20211110,1
000031,20211111,1
000031,20211112,1
000031,20211113,1
000031,20211115,1
000031,20211116,1
000031,20211117,1
000031,20211118,1
000031,20211119,1
000031,20211120,1
000031,20211122,1
000031,20211123,1
000031,20211124,1
000031,20211125,1
000031,20211126,1
000031,20211127,1
000031,20211129,1
000031,20211130,1
000031,20211201,1
000031,20211202,1
000031,20211203,1
000031,20211204,1
000031,20211206,1
000031,20211207,1
000031,20211208,1
000031,20211209,1
000031,20211210,1
000031,20211211,1
000031,20211213,1
000031,20211214,1
000031,20211215,1
000031,20211216,1
000031,20211217,1
000031,20211218,1
000031,20211220,1
000031,20211221,1
000031,20211222,1
000031,20211223,1
000031,20211224,1
000031,20211225,1
000031,20211227,1
000031,20211228,1
000031,20211229,1
000031,20211230,1
000031,20211231,1
000031,20220101,1
000031,20220103,1
000031,20220104,1
000031,20220105,1
000031,20220106,1
000031,20220107,1
000031,20220108,1
000031,20220110,1
000031,20220111,1
000031,20220112,1
000031,20220113,1
000031,20220114,1
000031,20220115,1
000031,20220117,1
000031,20220118,1
000031,20220119,1
000031,20220120,1
000031,20220121,1
000031,20220122,1
000032,20211213,1
000032,20211214,1
000032,20211215,1
000032,20211216,1
000032,20211218,1
000032,20211220,1
000032,20211221,1
000032,20211222,1
000032,20211223,1
000032,20211225,1
000032,20211227,1
000032,20211228,1
000032,20211229,1
000032,20211230,1
000032,20220101,1
000032,20220103,1
000032,20220104,1
000032,20220105,1
000032,20220106,1
000032,20220108,1
000032,20220110,1
000032,20220111,1
000032,20220112,1
000032,20220113,1
000032,20220115,1
000032,20220117,1
000032,20220118,1
000032,20220119,1
000032,20220120,1
000032,20220122,1
000033,20211102,1
000034,20211023,1
000034,20211024,1
000034,20211025,1
000034,20211026,1
000034,20211027,1
000034,20211028,1
000034,20211030,1
000034,20211031,1
000034,20211101,1
000034,20211103,1
000034,20211104,1
000034,20211106,1
000034,20211107,1
000034,20211108,1
000034,20211109,1
000034,20211111,1
000034,20211112,1
000034,20211113,1
000034,20211114,1
000034,20211115,1
000034,20211116,1
000034,20211117,1
000034,20211118,1
000034,20211120,1
000034,20211121,1
000034,20211122,1
000034,20211123,1
000034,20211124,1
000034,20211125,1
000034,20211127,1
000034,20211128,1
000034,20211129,1
000034,20211130,1
000034,20211201,1
000034,20211202,1
000034,20211204,1
000034,20211205,1
000034,20211206,1
000034,20211207,1
000034,20211208,1
000034,20211209,1
000034,20211211,1
000035,20211029,1
000035,20211105,1
000035,20211110,1
000035,20211119,1
000035,20211126,1
000035,20211203,1
000035,20211210,1
000036,20211025,1
000036,20211027,1
000036,20211028,1
000036,20211029,1
000036,20211108,1
000036,20211109,1
000036,20211110,1
000036,20211115,1
000036,20211116,1
000036,20211117,1
000036,20211118,1
000036,20211119,1
000036,20211122,1
000036,20211123,1
000036,20211124,1
000036,20211125,1
000036,20211126,1
000036,20211129,1
000036,20211130,1
000036,20211201,1
000036,20211202,1
000036,20211203,1
000037,20211023,1
000037,20211024,1
000037,20211030,1
000037,20211031,1
000037,20211101,1
000037,20211104,1
000037,20211105,1
000037,20211106,1
000037,20211107,1
000037,20211111,1
000037,20211112,1
000037,20211113,1
000037,20211114,1
000037,20211120,1
000037,20211121,1
000037,20211127,1
000037,20211128,1
000037,20211204,1
000037,20211205,1
000037,20211206,1
000037,20211207,1
000037,20211208,1
000037,20211209,1
000037,20211210,1
000037,20211211,1
000038,20211026,1
000038,20211102,1
000038,20211103,1
000039,20211212,1
000039,20211213,1
000039,20211214,1
000039,20211215,1
000039,20211216,1
000039,20211217,1
000039,20211219,1
000039,20211220,1
000039,20211221,1
000039,20211222,1
000039,20211223,1
000039,20211224,1
000039,20211226,1
000039,20211227,1
000039,20211228,1
000039,20211229,1
000039,20211230,1
000039,20211231,1
000039,20220102,1
000039,20220103,1
000039,20220104,1
000039,20220105,1
000039,20220106,1
000039,20220107,1
000039,20220109,1
000039,20220110,1
000039,20220111,1
000039,20220112,1
000039,20220113,1
000039,20220114,1
000039,20220116,1
000039,20220117,1
000039,20220118,1
000039,20220119,1
000039,20220120,1
000039,20220121,1
000040,20211025,1
000040,20211026,1
000040,20211027,1
000040,20211028,1
000040,20211102,1
000040,20211103,1
000040,20211104,1
000040,20211108,1
000040,20211109,1
000040,20211110,1
000040,20211115,1
000040,20211116,1
000040,20211117,1
000040,20211118,1
000040,20211122,1
000040,20211123,1
000040,20211124,1
000040,20211125,1
000040,20211129,1
000040,20211130,1
000040,20211201,1
000040,20211202,1
000040,20211206,1
000040,20211207,1
000040,20211208,1
000040,20211209,1
000041,20211023,1
000041,20211024,1
000041,20211029,1
000041,20211030,1
000041,20211031,1
000041,20211101,1
000041,20211105,1
000041,20211106,1
000041,20211107,1
000041,20211111,1
000041,20211112,1
000041,20211113,1
000041,20211114,1
000041,20211119,1
000041,20211120,1
000041,20211121,1
000041,20211126,1
000041,20211127,1
000041,20211128,1
000041,20211203,1
000041,20211204,1
000041,20211205,1
000041,20211210,1
000041,20211211,1
000042,20211023,1
000042,20211024,1
000042,20211030,1
000042,20211031,1
000042,20211101,1
000042,20211106,1
000042,20211107,1
000042,20211111,1
000042,20211112,1
000042,20211113,1
000042,20211114,1
000042,20211120,1
000042,20211121,1
000042,20211127,1
000042,20211128,1
000042,20211204,1
000042,20211205,1
000042,20211211,1
000042,20211212,1
000042,20211218,1
000042,20211219,1
000042,20211225,1
000042,20211226,1
000042,20220101,1
000042,20220102,1
000042,20220108,1
000042,20220109,1
000042,20220115,1
000042,20220116,1
000042,20220122,1
000043,20211023,1
000043,20211025,1
000043,20211026,1
000043,20211027,1
000043,20211028,1
000043,20211030,1
000043,20211102,1
000043,20211103,1
000043,20211104,1
000043,20211106,1
000043,20211108,1
000043,20211109,1
000043,20211111,1
000043,20211112,1
000043,20211113,1
000043,20211115,1
000043,20211116,1
000043,20211117,1
000043,20211118,1
000043,20211120,1
000043,20211122,1
000043,20211123,1
000043,20211124,1
000043,20211125,1
000043,20211127,1
000043,20211129,1
000043,20211130,1
000043,20211201,1
000043,20211202,1
000043,20211204,1
000043,20211206,1
000043,20211207,1
000043,20211208,1
000043,20211209,1
000043,20211211,1
000044,20211023,1
000044,20211024,1
000044,20211026,1
000044,20211027,1
000044,20211028,1
000044,20211029,1
000044,20211030,1
000044,20211031,1
000044,20211101,1
000044,20211102,1
000044,20211103,1
000044,20211104,1
000044,20211105,1
000044,20211106,1
000044,20211107,1
000044,20211108,1
000044,20211109,1
000044,20211110,1
000044,20211111,1
000044,20211112,1
000044,20211113,1
000044,20211114,1
000044,20211115,1
000044,20211116,1
000044,20211117,1
000044,20211118,1
000044,20211119,1
000044,20211120,1
000044,20211121,1
000044,20211122,1
000044,20211123,1
000044,20211124,1
000044,20211125,1
000044,20211126,1
000044,20211127,1
000044,20211128,1
000044,20211129,1
000044,20211130,1
000044,20211201,1
000044,20211202,1
000044,20211203,1
000044,20211204,1
000044,20211205,1
000044,20211206,1
000044,20211207,1
000044,20211208,1
000044,20211209,1
000044,20211210,1
000044,20211211,1
000045,20211025,1
000046,20211025,1
000046,20211026,1
000046,20211027,1
000046,20211028,1
000046,20211029,1
000046,20211102,1
000046,20211103,1
000046,20211104,1
000046,20211105,1
000046,20211108,1
000046,20211109,1
000046,20211110,1
000046,20211115,1
000046,20211116,1
000046,20211117,1
000046,20211118,1
000046,20211119,1
000046,20211122,1
000046,20211123,1
000046,20211124,1
000046,20211125,1
000046,20211126,1
000046,20211206,1
000046,20211207,1
000046,20211208,1
000046,20211209,1
000046,20211210,1
000047,20211030,1
000047,20211204,1
000047,20211211,1
000048,20211108,1
000048,20211109,1
000048,20211110,1
000048,20211115,1
000048,20211116,1
000048,20211117,1
000048,20211118,1
000048,20211119,1
000048,20211122,1
000048,20211123,1
000048,20211124,1
000048,20211125,1
000048,20211126,1
000049,20211025,1
000049,20211026,1
000049,20211027,1
000049,20211028,1
000049,20211029,1
000049,20211102,1
000049,20211103,1
000049,20211104,1
000049,20211105,1
000049,20211129,1
000049,20211130,1
000049,20211201,1
000049,20211202,1
000049,20211203,1
000049,20211206,1
000049,20211207,1
000049,20211208,1
000049,20211209,1
000049,20211210,1
000050,20211023,1
000051,20211025,1
000051,20211026,1
000051,20211027,1
000051,20211028,1
000051,20211029,1
000051,20211102,1
000051,20211103,1
000051,20211104,1
000051,20211105,1
000051,20211206,1
000051,20211207,1
000051,20211208,1
000051,20211209,1
000051,20211210,1
000052,20211211,1
000053,20211030,1
000054,20211204,1
000054,20211205,1
000055,20211205,1
000056,20211212,1
000056,20211219,1
000056,20211226,1
000056,20220102,1
000057,20211204,1
000057,20211205,1
000057,20211211,1
000058,20211025,1
000058,20211026,1
000058,20211027,1
000058,20211028,1
000058,20211029,1
000059,20211102,1
000059,20211103,1
000059,20211104,1
000059,20211105,1
000059,20211122,1
000059,20211123,1
000059,20211124,1
000059,20211125,1
000059,20211126,1
000059,20211129,1
000059,20211130,1
000059,20211201,1
000059,20211202,1
000059,20211203,1
000059,20211206,1
000059,20211207,1
000059,20211208,1
000059,20211209,1
000059,20211210,1
000060,20211107,1
000061,20211101,1
000062,20211024,1
000063,20211024,1
000063,20211101,1
000063,20211102,1
000063,20211103,1
000063,20211104,1
000063,20211105,1
000063,20211108,1
000063,20211109,1
000063,20211110,1
000063,20211115,1
000063,20211116,1
000063,20211117,1
000063,20211118,1
000063,20211119,1
000063,20211122,1
000063,20211123,1
000063,20211124,1
000063,20211125,1
000063,20211126,1
000063,20211129,1
000063,20211130,1
000063,20211201,1
000063,20211202,1
000063,20211203,1
000063,20211206,1
000063,20211207,1
000063,20211208,1
000063,20211209,1
000063,20211210,1
000063,20211211,1
000064,20211102,1
000064,20211103,1
000064,20211104,1
000064,20211105,1
000064,20211129,1
000064,20211130,1
000064,20211201,1
000064,20211202,1
000064,20211203,1
000064,20211206,1
000064,20211207,1
000064,20211208,1
000064,20211209,1
000064,20211210,1
000065,20211122,1
000065,20211123,1
000065,20211124,1
000065,20211125,1
000065,20211126,1
000066,20211218,1
000066,20211225,1
000066,20220101,1
000067,20211024,1
000067,20211101,1
000068,20211025,1
000068,20211026,1
000068,20211027,1
000068,20211028,1
000068,20211029,1
000068,20211108,1
000068,20211109,1
000068,20211110,1
000068,20211115,1
000068,20211116,1
000068,20211117,1
000068,20211118,1
000068,20211119,1
000068,20211122,1
000068,20211123,1
000068,20211124,1
000068,20211125,1
000068,20211126,1
000069,20211102,1
000069,20211103,1
000069,20211104,1
000069,20211105,1
000069,20211108,1
000069,20211109,1
000069,20211110,1
000069,20211115,1
000069,20211116,1
000069,20211117,1
000069,20211118,1
000069,20211119,1
000069,20211122,1
000069,20211123,1
000069,20211124,1
000069,20211125,1
000069,20211126,1
000069,20211129,1
000069,20211130,1
000069,20211201,1
000069,20211202,1
000069,20211203,1
000069,20211206,1
000069,20211207,1
000069,20211208,1
000069,20211209,1
000069,20211210,1
000069,20211211,1
000070,20211213,1
000070,20211214,1
000070,20211215,1
000070,20211216,1
000070,20211217,1
000070,20211218,1
000070,20211220,1
000070,20211221,1
000070,20211222,1
000070,20211223,1
000070,20211224,1
000070,20211225,1
000070,20211227,1
000070,20211228,1
000070,20211229,1
000070,20211230,1
000070,20211231,1
000070,20220101,1
000070,20220103,1
000070,20220104,1
000070,20220105,1
000070,20220106,1
000070,20220107,1
000070,20220110,1
000070,20220111,1
000070,20220112,1
000070,20220113,1
000070,20220114,1
000070,20220117,1
000070,20220118,1
000070,20220119,1
000070,20220120,1
000070,20220121,1
000071,20211025,1
000071,20211026,1
000071,20211027,1
000071,20211028,1
000071,20211029,1
000071,20211102,1
000071,20211103,1
000071,20211104,1
000071,20211105,1
000071,20211108,1
000071,20211109,1
000071,20211110,1
000071,20211115,1
000071,20211116,1
000071,20211117,1
000071,20211118,1
000071,20211119,1
000071,20211122,1
000071,20211123,1
000071,20211124,1
000071,20211125,1
000071,20211126,1
000071,20211129,1
000071,20211130,1
000071,20211201,1
000071,20211202,1
000071,20211203,1
000071,20211206,1
000071,20211207,1
000071,20211208,1
000071,20211209,1
000071,20211210,1
000071,20211211,1
000072,20211204,1
000072,20211211,1
000073,20211025,1
000073,20211026,1
000073,20211027,1
000073,20211028,1
000073,20211029,1
000073,20211102,1
000073,20211103,1
000073,20211104,1
000073,20211105,1
000073,20211108,1
000073,20211109,1
000073,20211110,1
000073,20211115,1
000073,20211116,1
000073,20211117,1
000073,20211118,1
000073,20211119,1
000073,20211129,1
000073,20211130,1
000073,20211201,1
000073,20211202,1
000073,20211203,1
000073,20211206,1
000073,20211207,1
000073,20211208,1
000073,20211209,1
000073,20211210,1
000074,20211029,1
000074,20211102,1
000074,20211103,1
000074,20211104,1
000074,20211105,1
000074,20211108,1
000074,20211109,1
000074,20211110,1
000074,20211115,1
000074,20211116,1
000074,20211117,1
000074,20211118,1
000074,20211119,1
000074,20211122,1
000074,20211123,1
000074,20211124,1
000074,20211125,1
000074,20211126,1
000074,20211129,1
000074,20211130,1
000074,20211201,1
000074,20211202,1
000074,20211203,1
000074,20211206,1
000074,20211207,1
000074,20211208,1
000074,20211209,1
000074,20211210,1
000075,20211024,1
000075,20211101,1
000075,20211204,1
000075,20211205,1
000075,20211211,1
000076,20211025,1
000076,20211026,1
000076,20211027,1
000076,20211028,1
000077,20211025,1
000077,20211026,1
000077,20211027,1
000077,20211028,1
000077,20211029,1
000077,20211102,1
000077,20211103,1
000077,20211104,1
000077,20211105,1
000077,20211203,1
000077,20211206,1
000077,20211207,1
000077,20211208,1
000077,20211209,1
000077,20211210,1
000078,20211101,1
000078,20211204,1
000078,20211205,1
000078,20211211,1
000079,20211108,1
000079,20211109,1
000079,20211110,1
000080,20211115,1
000080,20211116,1
000080,20211117,1
000080,20211118,1
000080,20211119,1
000080,20211122,1
000080,20211123,1
000080,20211124,1
000080,20211125,1
000080,20211126,1
000081,20211024,1
000081,20211025,1
000081,20211026,1
000081,20211027,1
000081,20211028,1
000081,20211029,1
000081,20211101,1
000081,20211102,1
000081,20211103,1
000081,20211104,1
000081,20211105,1
000081,20211108,1
000081,20211109,1
000081,20211110,1
000081,20211115,1
000081,20211116,1
000081,20211117,1
000081,20211118,1
000081,20211119,1
000081,20211122,1
000081,20211123,1
000081,20211124,1
000081,20211125,1
000081,20211126,1
000081,20211129,1
000081,20211130,1
000081,20211201,1
000081,20211202,1
000081,20211203,1
000081,20211206,1
000081,20211207,1
000081,20211208,1
000081,20211209,1
000081,20211210,1
000082,20211024,1
000082,20211025,1
000082,20211026,1
000082,20211027,1
000082,20211028,1
000082,20211029,1
000082,20211101,1
000082,20211102,1
000082,20211103,1
000082,20211104,1
000082,20211105,1
000082,20211108,1
000082,20211109,1
000082,20211110,1
000082,20211115,1
000082,20211116,1
000082,20211117,1
000082,20211118,1
000082,20211119,1
000082,20211122,1
000082,20211123,1
000082,20211124,1
000082,20211125,1
000082,20211126,1
000082,20211129,1
000082,20211130,1
000082,20211201,1
000082,20211202,1
000082,20211203,1
000082,20211204,1
000082,20211205,1
000082,20211206,1
000082,20211207,1
000082,20211208,1
000082,20211209,1
000082,20211210,1
000082,20211211,1
000083,20211212,1
000083,20211218,1
000083,20211219,1
000083,20211225,1
000083,20211226,1
000083,20220101,1
000083,20220102,1
000084,20211025,1
000084,20211026,1
000084,20211027,1
000084,20211028,1
000084,20211029,1
000084,20211102,1
000084,20211103,1
000084,20211104,1
000084,20211105,1
000085,20211129,1
000085,20211130,1
000085,20211201,1
000085,20211202,1
000085,20211203,1
000085,20211206,1
000085,20211207,1
000085,20211208,1
000085,20211209,1
000085,20211210,1
000086,20211213,1
000086,20211214,1
000086,20211215,1
000086,20211216,1
000086,20220103,1
000086,20220104,1
000086,20220105,1
000086,20220106,1
000086,20220107,1
000086,20220110,1
000086,20220111,1
000086,20220112,1
000086,20220113,1
000086,20220114,1
000086,20220117,1
000086,20220118,1
000086,20220119,1
000086,20220120,1
000086,20220121,1
000087,20211217,1
000087,20211220,1
000087,20211221,1
000087,20211222,1
000087,20211223,1
000087,20211224,1
000087,20211227,1
000087,20211228,1
000087,20211229,1
000087,20211230,1
000087,20211231,1
000088,20211024,1
000088,20211101,1
000088,20211205,1
000089,20211025,1
000089,20211026,1
000089,20211027,1
000089,20211028,1
000089,20211102,1
000089,20211103,1
000089,20211104,1
000090,20211029,1
000090,20211105,1
000090,20211119,1
000090,20211126,1
000090,20211129,1
000090,20211130,1
000090,20211201,1
000090,20211202,1
000090,20211203,1
000090,20211206,1
000090,20211207,1
000090,20211208,1
